ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
912,Arhaan Kothari,Female,North,Tamil Nadu,384548,JOINT,PASSPORT,ii9402RkSe,Residential,6,4/26/2025,5/5/2025,5/9/2025,Rejected,6951,Zara Das,KYC failed
913,Arhaan Soman,Male,West,Tamil Nadu,930503,JOINT,AADHAR,ya6270lcFn,Commercial,9,5/2/2025,5/10/2025,5/15/2025,Pending,5055,Raghav Mangat,Installation pending
914,Onkar Roy,Female,West,Tamil Nadu,642923,JOINT,PAN,ow4202frmz,Commercial,6,6/30/2025,7/5/2025,7/7/2025,Connection Released,8214,Umang Arora,KYC failed
915,Khushi Tailor,Male,South,Tamil Nadu,35742,JOINT,VOTER_ID,gR3606GhCw,Commercial,8,4/23/2025,4/30/2025,5/4/2025,Pending,9625,Aarush Subramanian,Installation completed
916,Keya Thaker,Female,North,Tamil Nadu,565179,INDIVIDUAL,AADHAR,LU5133tjHO,Residential,5,5/28/2025,6/2/2025,6/7/2025,Pending,8459,Vaibhav Din,Installation pending
917,Shanaya Babu,Male,West,Tamil Nadu,502693,JOINT,PASSPORT,Mf4631ZsAF,Commercial,7,6/26/2025,6/27/2025,6/28/2025,Pending,4928,Eva Bala,KYC failed
918,Arnav Behl,Male,West,Tamil Nadu,221365,INDIVIDUAL,VOTER_ID,nc6040lsxF,Residential,6,6/28/2025,7/8/2025,7/12/2025,Rejected,7025,Dishani Sandal,KYC failed
919,Arnav Mander,Female,West,Tamil Nadu,454123,INDIVIDUAL,VOTER_ID,tl3419VKzU,Commercial,9,6/5/2025,6/13/2025,6/18/2025,Pending,1369,Gatik Bail,Installation pending
920,Vritika Dugal,Female,West,Tamil Nadu,437719,JOINT,AADHAR,UO6576Viri,Commercial,7,6/18/2025,6/28/2025,7/1/2025,Connection Released,3581,Nitya Sami,Documents Verification in progress
921,Tanya Rao,Female,South,Tamil Nadu,834355,JOINT,AADHAR,IO3145KwMO,Commercial,9,7/9/2025,7/17/2025,7/19/2025,Connection Released,2216,Biju Hari,Installation completed
922,Akarsh Gour,Female,South,Tamil Nadu,800891,JOINT,PASSPORT,Ju6756eHHo,Residential,9,7/5/2025,7/15/2025,7/19/2025,Rejected,4930,Seher Sabharwal,Documents Verification in progress
923,Shalv Sheth,Male,South,Tamil Nadu,883734,JOINT,PASSPORT,Jr7619EKBI,Commercial,10,5/23/2025,5/31/2025,6/3/2025,Approved,5797,Mohanlal Banik,Installation pending
924,Dhanush Bhasin,Female,North,Tamil Nadu,862165,INDIVIDUAL,AADHAR,HC9409hBGL,Commercial,3,6/18/2025,6/27/2025,6/29/2025,Rejected,3226,Mehul Sandhu,Installation pending
925,Ritvik Chawla,Female,North,Tamil Nadu,791608,INDIVIDUAL,PAN,KY6098vMMT,Residential,3,6/4/2025,6/8/2025,6/11/2025,Approved,5197,Navya Malhotra,Installation pending
926,Mahika Talwar,Female,North,Tamil Nadu,821083,INDIVIDUAL,VOTER_ID,ZH8004HJBa,Residential,9,6/29/2025,7/4/2025,7/9/2025,Connection Released,8504,Emir Kanda,Installation completed
927,Mahika Krishna,Male,South,Tamil Nadu,931675,INDIVIDUAL,AADHAR,gk9137EZFv,Commercial,8,6/25/2025,7/3/2025,7/7/2025,Approved,4069,Eva Arya,Documents Verification in progress
928,Tarini Agrawal,Male,East,Tamil Nadu,779451,JOINT,PAN,ct4999EFrR,Commercial,6,5/17/2025,5/23/2025,5/26/2025,Connection Released,3088,Mohanlal Sarin,Installation completed
929,Priyansh Gandhi,Male,South,Tamil Nadu,548371,JOINT,PAN,Br0532Qlkp,Residential,1,5/16/2025,5/25/2025,5/28/2025,Connection Released,9586,Azad Joshi,KYC failed
930,Mannat Seth,Male,North,Tamil Nadu,242513,INDIVIDUAL,PAN,mH9745Msln,Residential,7,5/17/2025,5/26/2025,5/31/2025,Pending,6603,Gokul Rege,Installation pending
931,Tara Goel,Male,North,Tamil Nadu,360441,INDIVIDUAL,PASSPORT,Kd9947boRG,Commercial,1,6/20/2025,6/26/2025,6/28/2025,Connection Released,1189,Neelofar Balakrishnan,Installation pending
932,Seher Kuruvilla,Female,East,Tamil Nadu,847947,JOINT,PASSPORT,FY9738SImn,Residential,2,6/28/2025,7/1/2025,7/2/2025,Connection Released,5778,Gatik Randhawa,Documents Verification in progress
933,Mehul Kalla,Male,West,Tamil Nadu,854366,JOINT,PAN,zm2739bHus,Commercial,3,4/22/2025,4/26/2025,4/27/2025,Approved,7803,Nayantara Bajwa,Documents Verification in progress
934,Amira Kohli,Female,North,Tamil Nadu,915715,INDIVIDUAL,VOTER_ID,Yc5611WDcY,Residential,10,4/27/2025,5/7/2025,5/8/2025,Approved,2329,Oorja Subramaniam,Installation completed
935,Priyansh Venkataraman,Male,East,Tamil Nadu,77187,JOINT,VOTER_ID,Xz1830hNxV,Residential,6,6/28/2025,7/5/2025,7/6/2025,Approved,3486,Faiyaz Tiwari,Documents Verification in progress
936,Kaira Dutt,Female,East,Tamil Nadu,502028,JOINT,PAN,QV8237JUkG,Residential,4,5/8/2025,5/14/2025,5/15/2025,Pending,7832,Nitya Korpal,Installation pending
937,Nirvaan Kumer,Male,North,Tamil Nadu,589835,INDIVIDUAL,AADHAR,zi6175kIyy,Residential,9,5/2/2025,5/5/2025,5/10/2025,Pending,9986,Divit Ramesh,Documents Verification in progress
938,Jivin Warrior,Female,North,Tamil Nadu,178773,JOINT,PAN,rr1807mxZx,Residential,4,5/31/2025,6/8/2025,6/9/2025,Rejected,3331,Diya Dua,Installation pending
939,Kimaya Uppal,Female,West,Tamil Nadu,970904,JOINT,PAN,fd6365DNYC,Residential,6,7/16/2025,7/23/2025,7/25/2025,Pending,3768,Zain Gara,Installation pending
940,Reyansh Bhatt,Female,North,Tamil Nadu,632887,INDIVIDUAL,PAN,jg8144azDH,Commercial,5,5/6/2025,5/15/2025,5/20/2025,Pending,7027,Seher Master,KYC failed
941,Kashvi Chokshi,Female,East,Tamil Nadu,802224,JOINT,PASSPORT,Zh2632CGeg,Commercial,9,5/18/2025,5/21/2025,5/25/2025,Approved,9017,Abram Dewan,Installation pending
942,Kimaya Ben,Female,East,Tamil Nadu,904062,INDIVIDUAL,VOTER_ID,jO7397fveI,Residential,6,6/10/2025,6/11/2025,6/13/2025,Rejected,6174,Pranay Wali,KYC failed
943,Jivika Tak,Female,West,Tamil Nadu,802034,JOINT,PAN,Oi2371qmOs,Residential,6,5/31/2025,6/4/2025,6/8/2025,Approved,4570,Ojas Gala,Installation pending
944,Saira Kannan,Female,West,Tamil Nadu,145230,JOINT,AADHAR,oA1984Ucdj,Residential,4,5/16/2025,5/22/2025,5/26/2025,Approved,9509,Faiyaz Dave,KYC failed
945,Vivaan Arya,Male,North,Tamil Nadu,298776,JOINT,PASSPORT,Lr1837PxNW,Commercial,9,7/20/2025,7/27/2025,7/31/2025,Approved,9961,Faiyaz Bajaj,Installation pending
946,Anay Ramachandran,Female,South,Tamil Nadu,5012,INDIVIDUAL,AADHAR,AO0472fWyJ,Commercial,4,4/19/2025,4/25/2025,4/30/2025,Connection Released,2475,Shray Sampath,Documents Verification in progress
947,Sana Saraf,Female,East,Tamil Nadu,931814,INDIVIDUAL,PASSPORT,Fb8112PXYP,Commercial,1,4/21/2025,4/23/2025,4/28/2025,Connection Released,9553,Armaan Lalla,Installation pending
948,Ishita Bhatnagar,Female,West,Tamil Nadu,320789,JOINT,VOTER_ID,HQ9633nDcz,Residential,1,6/25/2025,6/29/2025,7/4/2025,Approved,4916,Tiya D’Alia,Documents Verification in progress
949,Bhavin Tiwari,Male,North,Tamil Nadu,570183,INDIVIDUAL,AADHAR,VT3274SZLs,Residential,9,4/15/2025,4/19/2025,4/20/2025,Connection Released,5679,Tiya Bhavsar,KYC failed
950,Darshit Gola,Female,North,Tamil Nadu,276877,INDIVIDUAL,VOTER_ID,rt9545mcxb,Residential,5,5/16/2025,5/24/2025,5/28/2025,Pending,7943,Aniruddh Dhaliwal,KYC failed
951,Mahika Banerjee,Female,North,Tamil Nadu,367195,INDIVIDUAL,AADHAR,fn0758CQNj,Residential,6,7/3/2025,7/9/2025,7/12/2025,Connection Released,1001,Shayak Shah,Installation completed
952,Vidur Chopra,Female,North,Tamil Nadu,973905,INDIVIDUAL,AADHAR,hC9173iwwC,Commercial,5,5/1/2025,5/6/2025,5/9/2025,Approved,6965,Amani Ahuja,Installation pending
953,Rati Subramanian,Male,West,Tamil Nadu,824766,INDIVIDUAL,VOTER_ID,Ot7798sxdy,Commercial,2,7/17/2025,7/20/2025,7/23/2025,Connection Released,7549,Saira Chokshi,Installation completed
954,Taran Swaminathan,Male,East,Tamil Nadu,947269,INDIVIDUAL,PASSPORT,EG9137XDfb,Residential,2,7/14/2025,7/19/2025,7/21/2025,Connection Released,9772,Anika Sodhi,Installation completed
955,Nayantara Bhat,Male,East,Tamil Nadu,693978,JOINT,PASSPORT,rw9066eOcE,Commercial,8,7/17/2025,7/18/2025,7/21/2025,Connection Released,8550,Anika Barad,Installation pending
956,Amani Chokshi,Female,East,Tamil Nadu,358252,JOINT,AADHAR,kL9323NVpC,Residential,8,6/4/2025,6/6/2025,6/9/2025,Connection Released,5397,Pranay Shanker,Installation completed
957,Zaina Garde,Male,East,Tamil Nadu,821212,INDIVIDUAL,VOTER_ID,sE0115bfjX,Residential,7,4/19/2025,4/25/2025,4/26/2025,Connection Released,2453,Nishith Dada,Documents Verification in progress
958,Badal Sampath,Female,South,Tamil Nadu,480122,INDIVIDUAL,AADHAR,Bv9447alsa,Residential,6,5/6/2025,5/9/2025,5/14/2025,Connection Released,2147,Oorja Tata,Installation completed
959,Taimur Karpe,Female,South,Tamil Nadu,583467,JOINT,PAN,AD6538UObu,Residential,3,7/14/2025,7/19/2025,7/21/2025,Pending,2356,Anya Mahajan,KYC failed
960,Shayak Malhotra,Male,East,Tamil Nadu,972934,JOINT,AADHAR,vT3094LKrN,Residential,9,5/31/2025,6/5/2025,6/10/2025,Rejected,6553,Armaan Boase,KYC failed
961,Anya Bir,Male,South,Tamil Nadu,130515,JOINT,AADHAR,FH3159DTID,Residential,2,5/24/2025,5/25/2025,5/30/2025,Connection Released,8921,Charvi Rana,KYC failed
962,Lavanya Bhatnagar,Male,West,Tamil Nadu,487951,JOINT,VOTER_ID,ck7983jBVY,Residential,8,5/9/2025,5/12/2025,5/17/2025,Rejected,9379,Vanya Chander,KYC failed
963,Nirvaan Barad,Female,South,Tamil Nadu,876840,JOINT,PAN,sA4015cpTQ,Residential,10,7/17/2025,7/21/2025,7/25/2025,Rejected,3026,Vanya Garg,Documents Verification in progress
964,Neelofar Kari,Male,South,Tamil Nadu,566707,JOINT,VOTER_ID,Lo7093nPmU,Residential,1,7/16/2025,7/17/2025,7/19/2025,Connection Released,2198,Arnav Srivastava,Installation pending
965,Kabir Gulati,Male,East,Tamil Nadu,82970,JOINT,PASSPORT,fL9835MWQc,Commercial,9,6/22/2025,6/29/2025,7/3/2025,Rejected,2186,Mohanlal Jaggi,Installation completed
966,Vritika Tak,Male,West,Tamil Nadu,380170,JOINT,VOTER_ID,YZ5298BaMe,Residential,1,4/26/2025,5/6/2025,5/9/2025,Rejected,3631,Kabir Gour,Documents Verification in progress
967,Keya Aggarwal,Female,North,Tamil Nadu,564934,INDIVIDUAL,PAN,CJ0497kdes,Commercial,8,7/15/2025,7/17/2025,7/20/2025,Pending,6555,Dhanuk Bhatnagar,KYC failed
968,Tara Sahni,Female,West,Tamil Nadu,999014,INDIVIDUAL,PAN,ZC0385rElE,Commercial,4,7/23/2025,7/26/2025,7/27/2025,Approved,5629,Anika Majumdar,Documents Verification in progress
969,Sara Atwal,Female,South,Tamil Nadu,248293,JOINT,AADHAR,Gr4062baMe,Commercial,7,6/9/2025,6/18/2025,6/21/2025,Connection Released,6000,Nishith Kade,KYC failed
970,Advik Goswami,Male,North,Tamil Nadu,99115,INDIVIDUAL,PAN,zj9075flOj,Commercial,3,4/29/2025,5/4/2025,5/7/2025,Connection Released,9196,Charvi Kaur,KYC failed
971,Vedika Dass,Male,East,Tamil Nadu,578121,INDIVIDUAL,PAN,Kh3839yaaH,Residential,1,5/20/2025,5/29/2025,6/2/2025,Pending,4112,Vedika Kapoor,KYC failed
972,Ehsaan Raja,Female,West,Tamil Nadu,768705,JOINT,PASSPORT,ws2806vyKu,Commercial,10,7/4/2025,7/13/2025,7/17/2025,Rejected,5485,Yuvaan Wable,Installation pending
973,Nitya Guha,Male,North,Tamil Nadu,487379,JOINT,PAN,pP5650konD,Commercial,8,7/4/2025,7/7/2025,7/9/2025,Rejected,3506,Kartik Balasubramanian,Documents Verification in progress
974,Badal Mannan,Male,North,Tamil Nadu,320280,INDIVIDUAL,VOTER_ID,mI4752LHvF,Commercial,2,5/6/2025,5/10/2025,5/12/2025,Approved,2697,Ishaan Hayre,KYC failed
975,Anaya Bora,Female,West,Tamil Nadu,42127,INDIVIDUAL,PASSPORT,pK6198orYi,Commercial,7,5/15/2025,5/16/2025,5/19/2025,Pending,9854,Yakshit Mallick,Installation completed
976,Anay Deep,Female,North,Tamil Nadu,732638,JOINT,PASSPORT,GD7274HhOX,Commercial,7,6/14/2025,6/16/2025,6/21/2025,Rejected,5238,Elakshi Varty,KYC failed
977,Urvi Yadav,Male,East,Tamil Nadu,649293,INDIVIDUAL,VOTER_ID,bb3632dLdB,Residential,8,7/6/2025,7/7/2025,7/8/2025,Connection Released,4499,Biju Dayal,KYC failed
978,Yasmin Sethi,Female,North,Tamil Nadu,64573,JOINT,AADHAR,Uo9940GOcL,Residential,10,5/31/2025,6/3/2025,6/7/2025,Approved,4029,Azad Sankar,Documents Verification in progress
979,Indrajit Sankar,Male,South,Tamil Nadu,884389,JOINT,PAN,Iz4539EsMz,Commercial,1,6/29/2025,7/3/2025,7/6/2025,Connection Released,5612,Zara Sani,Documents Verification in progress
980,Hunar Sheth,Female,West,Tamil Nadu,532101,JOINT,PAN,iT3238YfxS,Residential,9,7/10/2025,7/15/2025,7/19/2025,Pending,8379,Biju Bhattacharyya,Documents Verification in progress
981,Zain Thaman,Male,North,Tamil Nadu,28497,JOINT,AADHAR,Su2702CHce,Commercial,8,6/12/2025,6/18/2025,6/23/2025,Pending,2365,Kiara Chhabra,Installation pending
982,Pranay Jha,Female,West,Tamil Nadu,330499,JOINT,AADHAR,ip1180EaUL,Residential,3,5/8/2025,5/18/2025,5/21/2025,Pending,8537,Vritika Bhatia,Installation completed
983,Saksham Sanghvi,Female,East,Tamil Nadu,814921,INDIVIDUAL,VOTER_ID,bJ5028VaPx,Residential,5,6/16/2025,6/22/2025,6/25/2025,Approved,8300,Piya Balasubramanian,Installation pending
984,Zaina Jani,Female,South,Tamil Nadu,354087,JOINT,PAN,wt3157KbQw,Residential,8,7/12/2025,7/22/2025,7/23/2025,Pending,8541,Neysa Arya,Documents Verification in progress
985,Ritvik Bali,Male,North,Tamil Nadu,69783,JOINT,AADHAR,Ac4506vUIn,Commercial,2,6/10/2025,6/18/2025,6/21/2025,Pending,2354,Zeeshan Bumb,Documents Verification in progress
986,Saksham Sinha,Female,North,Tamil Nadu,138181,JOINT,PASSPORT,gt3523GxbP,Residential,1,5/14/2025,5/19/2025,5/24/2025,Pending,6890,Nayantara Balan,Installation completed
987,Mahika Wadhwa,Female,South,Tamil Nadu,923411,INDIVIDUAL,PAN,dl4624hqMw,Residential,10,5/18/2025,5/20/2025,5/22/2025,Pending,2694,Vardaniya Ganguly,Installation pending
988,Nehmat Badal,Female,West,Tamil Nadu,701270,INDIVIDUAL,AADHAR,jV9717KPKZ,Residential,3,6/9/2025,6/17/2025,6/18/2025,Rejected,6453,Lagan Contractor,Installation pending
989,Dhanuk Bhavsar,Female,North,Tamil Nadu,962582,JOINT,PASSPORT,Qk8699zxDA,Residential,2,5/25/2025,5/31/2025,6/5/2025,Approved,7385,Nirvi Gala,Documents Verification in progress
990,Aarush Bansal,Male,South,Tamil Nadu,78533,JOINT,PASSPORT,cz3652LliE,Residential,1,5/3/2025,5/7/2025,5/9/2025,Connection Released,8856,Ahana  Rau,Installation completed
991,Adah Trivedi,Male,East,Tamil Nadu,2141,JOINT,VOTER_ID,bo3937QLsJ,Commercial,2,4/26/2025,5/2/2025,5/6/2025,Pending,5979,Aaina Dara,Documents Verification in progress
992,Krish Buch,Female,West,Tamil Nadu,640409,JOINT,VOTER_ID,KW5509NZTA,Residential,3,6/11/2025,6/15/2025,6/17/2025,Approved,6144,Shanaya Mannan,KYC failed
993,Taran Balay,Male,West,Tamil Nadu,978579,INDIVIDUAL,PAN,Nn3156wBRm,Residential,9,5/24/2025,6/1/2025,6/4/2025,Approved,7801,Taran Goel,Installation completed
994,Samiha Barad,Female,West,Tamil Nadu,458402,JOINT,VOTER_ID,MI1924UeQE,Commercial,3,4/16/2025,4/19/2025,4/21/2025,Connection Released,6521,Emir Loyal,Documents Verification in progress
995,Onkar Sheth,Male,West,Tamil Nadu,828771,INDIVIDUAL,PASSPORT,pR0650laPg,Commercial,5,5/10/2025,5/15/2025,5/16/2025,Pending,8705,Heer Bora,Installation pending
996,Vaibhav Chaudhry,Male,North,Tamil Nadu,348405,JOINT,VOTER_ID,DL4326Ghvr,Residential,1,7/12/2025,7/14/2025,7/18/2025,Rejected,5260,Anay Bir,Installation completed
997,Azad Vora,Male,South,Tamil Nadu,195159,JOINT,PAN,sM2877XzTG,Residential,1,6/8/2025,6/14/2025,6/15/2025,Connection Released,7745,Kabir Deep,Installation completed
998,Nitara Sundaram,Male,West,Tamil Nadu,597264,JOINT,AADHAR,xl7210VPLy,Commercial,9,6/1/2025,6/10/2025,6/13/2025,Pending,3474,Manjari Balay,Installation completed
999,Anvi Srinivas,Female,West,Tamil Nadu,23329,JOINT,PASSPORT,uj7702NAjt,Residential,4,5/1/2025,5/8/2025,5/11/2025,Approved,5160,Zoya Mander,Documents Verification in progress
1000,Sara Bahri,Female,North,Tamil Nadu,169002,JOINT,VOTER_ID,IT8490Heko,Commercial,8,7/5/2025,7/10/2025,7/14/2025,Connection Released,9101,Kavya Sandal,Documents Verification in progress
1001,Gokul Bhargava,Male,West,Tamil Nadu,993748,INDIVIDUAL,VOTER_ID,fj8984PzXR,Commercial,10,5/10/2025,5/19/2025,5/21/2025,Pending,7497,Kartik Yadav,KYC failed
1002,Umang Kapoor,Female,West,Tamil Nadu,174527,INDIVIDUAL,VOTER_ID,fa4283XGaJ,Commercial,10,7/23/2025,7/26/2025,7/27/2025,Pending,7256,Faiyaz Randhawa,KYC failed
1003,Neysa Chahal,Male,North,Tamil Nadu,825143,JOINT,PASSPORT,lp7315zhfI,Commercial,5,5/24/2025,5/30/2025,6/1/2025,Connection Released,9178,Shanaya Talwar,Installation completed
1004,Sara Ahluwalia,Female,West,Tamil Nadu,150622,INDIVIDUAL,VOTER_ID,AW6365OgeJ,Residential,5,5/24/2025,6/1/2025,6/2/2025,Approved,4791,Vaibhav Sampath,Documents Verification in progress
1005,Manjari Jayaraman,Female,North,Tamil Nadu,329404,JOINT,AADHAR,NR3305SfmS,Commercial,4,6/14/2025,6/21/2025,6/25/2025,Pending,5928,Elakshi Chand,Installation pending
1006,Seher Jayaraman,Male,North,Tamil Nadu,544490,JOINT,PAN,Oi5943HcHB,Residential,10,6/10/2025,6/18/2025,6/23/2025,Connection Released,4075,Raunak Suresh,Installation pending
1007,Anaya Dar,Female,East,Tamil Nadu,198406,INDIVIDUAL,PASSPORT,CU5690ckTY,Commercial,10,6/19/2025,6/21/2025,6/24/2025,Approved,2935,Sana Contractor,Installation pending
1008,Miraya Manda,Female,East,Tamil Nadu,329065,INDIVIDUAL,PAN,IP0426aQkj,Commercial,2,7/21/2025,7/22/2025,7/26/2025,Connection Released,7963,Anya Date,KYC failed
1009,Nirvaan Sharma,Female,East,Tamil Nadu,49716,JOINT,VOTER_ID,Ma8812xnzQ,Commercial,2,4/19/2025,4/25/2025,4/28/2025,Connection Released,4829,Romil Doctor,Installation completed
1010,Siya Yohannan,Male,North,Tamil Nadu,848820,JOINT,PAN,fA5077dnbX,Commercial,6,7/13/2025,7/19/2025,7/21/2025,Rejected,9350,Akarsh Jhaveri,Installation completed
1011,Amira Gola,Female,East,Tamil Nadu,972262,JOINT,VOTER_ID,Du2409zOAx,Residential,4,5/24/2025,5/30/2025,6/1/2025,Pending,7768,Renee Chacko,Installation pending
1012,Zaina Chaudhuri,Female,North,Tamil Nadu,457263,JOINT,VOTER_ID,HZ3451bvqS,Residential,5,7/3/2025,7/11/2025,7/13/2025,Approved,8890,Madhup Kade,Documents Verification in progress
1013,Rania Buch,Female,West,Tamil Nadu,378842,INDIVIDUAL,PAN,mg0263gliZ,Residential,7,4/28/2025,4/30/2025,5/3/2025,Pending,4856,Kismat Zacharia,Documents Verification in progress
1014,Fateh Gade,Female,East,Tamil Nadu,134522,INDIVIDUAL,VOTER_ID,Gb5855qBkw,Residential,2,5/19/2025,5/25/2025,5/28/2025,Pending,4580,Dishani Loke,Installation completed
1015,Yuvraj  Sandal,Male,North,Tamil Nadu,40002,JOINT,PASSPORT,lc2242kYEC,Commercial,4,5/12/2025,5/22/2025,5/24/2025,Approved,4630,Bhavin Thakkar,KYC failed
1016,Stuvan Andra,Female,South,Tamil Nadu,461815,JOINT,PAN,Py6528Wsof,Residential,5,4/17/2025,4/23/2025,4/24/2025,Pending,1576,Ivana Gokhale,Documents Verification in progress
1017,Amira Hans,Male,North,Tamil Nadu,338989,JOINT,PAN,VY3024QmIM,Commercial,3,6/8/2025,6/11/2025,6/12/2025,Rejected,6336,Shray Mander,Documents Verification in progress
1018,Inaaya  Shroff,Female,South,Tamil Nadu,269321,INDIVIDUAL,AADHAR,Wb5301kXXF,Residential,6,6/2/2025,6/8/2025,6/11/2025,Rejected,1759,Mannat Shan,Documents Verification in progress
1019,Zeeshan Tak,Female,West,Tamil Nadu,210855,JOINT,AADHAR,TC8571ErZf,Residential,9,6/16/2025,6/17/2025,6/21/2025,Connection Released,2626,Shayak Kapur,Installation completed
1020,Tushar Varty,Female,West,Tamil Nadu,46463,JOINT,VOTER_ID,dM7901rEWy,Commercial,10,4/21/2025,4/29/2025,4/30/2025,Pending,5311,Krish Keer,Installation pending
1021,Yakshit Bumb,Female,West,Tamil Nadu,524333,INDIVIDUAL,VOTER_ID,xa7126fWtL,Residential,1,4/18/2025,4/19/2025,4/20/2025,Rejected,9023,Aarush Chada,Documents Verification in progress
1022,Heer Bandi,Female,West,Tamil Nadu,764411,JOINT,VOTER_ID,wv3622cDiP,Commercial,4,6/12/2025,6/19/2025,6/24/2025,Rejected,6395,Diya Wali,KYC failed
1023,Vedika Suri,Female,North,Tamil Nadu,85238,INDIVIDUAL,VOTER_ID,KV0542gpKl,Commercial,4,5/19/2025,5/28/2025,5/29/2025,Approved,1075,Ranbir Krishnamurthy,Installation completed
1024,Nirvaan Dada,Female,East,Tamil Nadu,64516,INDIVIDUAL,PAN,ED3313HkMk,Commercial,6,5/15/2025,5/17/2025,5/22/2025,Connection Released,9811,Lagan Roy,Documents Verification in progress
1025,Dhanush Dutta,Male,North,Tamil Nadu,928347,INDIVIDUAL,PAN,Ko7424xVrt,Residential,6,6/29/2025,7/1/2025,7/5/2025,Approved,4109,Pari Sura,KYC failed
1026,Ryan Sankar,Male,South,Tamil Nadu,596935,INDIVIDUAL,VOTER_ID,PU5467vfUD,Commercial,4,6/2/2025,6/9/2025,6/10/2025,Approved,5311,Ela Solanki,Installation completed
1027,Arhaan Acharya,Male,West,Tamil Nadu,108323,INDIVIDUAL,PAN,lf2377NBKP,Residential,1,6/14/2025,6/17/2025,6/22/2025,Pending,9704,Jhanvi Srinivasan,KYC failed
1028,Dhanush Shukla,Male,West,Tamil Nadu,440145,INDIVIDUAL,PAN,uS4515aoMx,Residential,3,6/30/2025,7/9/2025,7/10/2025,Rejected,8781,Dhanuk Bawa,KYC failed
1029,Ryan Bahri,Female,South,Tamil Nadu,330352,JOINT,PASSPORT,qg0106CgQN,Residential,7,5/24/2025,5/31/2025,6/4/2025,Connection Released,1015,Faiyaz Choudhury,Installation pending
1030,Akarsh Mangal,Female,North,Tamil Nadu,175358,JOINT,VOTER_ID,Gr1880xaRK,Residential,6,7/21/2025,7/24/2025,7/27/2025,Pending,9529,Adah Comar,Documents Verification in progress
1031,Purab Rajagopalan,Male,South,Tamil Nadu,506944,JOINT,PAN,NL1989CMbO,Residential,2,4/22/2025,4/25/2025,4/26/2025,Connection Released,4007,Neysa Kohli,Installation pending
1032,Elakshi Chanda,Male,West,Tamil Nadu,176248,INDIVIDUAL,PAN,aM1498vfse,Residential,8,7/10/2025,7/20/2025,7/24/2025,Pending,2210,Kiaan Ramakrishnan,Installation pending
1033,Amani Divan,Male,South,Tamil Nadu,585881,INDIVIDUAL,AADHAR,Ul5895XmBE,Commercial,1,4/22/2025,4/25/2025,4/29/2025,Pending,6340,Jiya Sahni,Documents Verification in progress
1034,Alisha Majumdar,Male,East,Tamil Nadu,900835,JOINT,VOTER_ID,Jt2071aEBS,Residential,2,7/21/2025,7/24/2025,7/26/2025,Approved,1549,Sahil Sehgal,Installation completed
1035,Ishita Sharma,Female,South,Tamil Nadu,336592,INDIVIDUAL,PASSPORT,Qw1687IEcT,Residential,1,6/25/2025,6/26/2025,6/28/2025,Approved,1500,Diya Kala,Installation completed
1036,Shlok Badami,Male,North,Tamil Nadu,198660,JOINT,AADHAR,ys4220uHeh,Residential,5,5/11/2025,5/17/2025,5/22/2025,Connection Released,4916,Azad Agarwal,KYC failed
1037,Samar Dixit,Male,West,Tamil Nadu,242692,JOINT,PASSPORT,LO7331xlww,Commercial,3,7/23/2025,7/25/2025,7/26/2025,Connection Released,3723,Bhamini Divan,Documents Verification in progress
1038,Nehmat Bala,Female,West,Tamil Nadu,882413,JOINT,PASSPORT,OR6862ouct,Residential,4,7/8/2025,7/15/2025,7/16/2025,Pending,5022,Zeeshan Vohra,Installation pending
1039,Amira Bajaj,Female,East,Tamil Nadu,352805,JOINT,VOTER_ID,mS4753Gsde,Commercial,2,5/27/2025,5/28/2025,6/1/2025,Approved,4448,Kanav Rajagopalan,Installation completed
1040,Pihu Das,Female,North,Tamil Nadu,288299,INDIVIDUAL,PAN,br5065SPCn,Residential,9,5/7/2025,5/13/2025,5/16/2025,Connection Released,7978,Gokul Dani,KYC failed
1041,Manikya Kade,Male,East,Tamil Nadu,546285,JOINT,AADHAR,ah6858UEwW,Residential,5,5/20/2025,5/23/2025,5/26/2025,Rejected,1510,Khushi Bhatti,KYC failed
1042,Faiyaz Bhardwaj,Female,West,Tamil Nadu,546885,INDIVIDUAL,AADHAR,WJ5040KPcT,Commercial,5,5/13/2025,5/22/2025,5/26/2025,Rejected,7423,Faiyaz Sane,Installation pending
1043,Dhanush Ghose,Male,West,Tamil Nadu,709094,INDIVIDUAL,PASSPORT,SV8633MdUS,Residential,3,7/13/2025,7/18/2025,7/20/2025,Approved,3137,Akarsh Sarin,Installation pending
1044,Rohan Sura,Male,South,Tamil Nadu,735833,JOINT,PAN,Qe0703ffYc,Residential,2,5/5/2025,5/7/2025,5/9/2025,Rejected,5059,Madhav Rege,Documents Verification in progress
1045,Ritvik Shroff,Male,East,Tamil Nadu,878593,INDIVIDUAL,AADHAR,Vt2611AOqT,Residential,10,6/10/2025,6/16/2025,6/20/2025,Pending,7369,Ayesha Kapoor,Installation completed
1046,Aayush Bawa,Male,South,Tamil Nadu,940794,JOINT,AADHAR,ba4436URtH,Residential,3,7/24/2025,8/3/2025,8/7/2025,Pending,5529,Mannat Sura,Installation pending
